devices,user_count
LG D385 L80,36
LTC A150,36
LYF LS-4003 Flame 4,36
Meizu M1 Note M1 Note,36
OPPO N5116 N1 Mini,36
RCA RCT6773W22B,36
Samsung GT-I9100G Galaxy S II,36
Samsung GT-S5310 Galaxy Pocket Neo,36
Samsung SGH-I257 Galaxy S4 Mini,36
Samsung SM-G360V Galaxy Core Prime,36
Samsung SM-G906L Galaxy S5 LTE-A,36
Samsung SM-N916K Galaxy Note 4,36
Sony E5303 Xperia C4,36
true SMART 4G MAX 5.5,36
Wiko Tommy,36
Xolo Play6X-1000,36
Xolo Q1010,36
AIS Lava Iris 512,35
Alcatel 5051X Pop 4,35
Asus ME173X Memo Pad HD7,35
Asus X00LDA Zenfone 4 Selfie ZD553KL,35
Asus X013DA ZenFone Go 5.5,35
BLU STUDIO_G_HD Studio G HD,35
Casper VIA A1,35
Cherry Mobile Flare S Play,35
DoCoMo SO-04D Xperia GX,35
DOOGEE X5 Max Pro,35
HTC A9U One A9,35
Huawei RIO-L02 G8,35
iBall Andi 4.5M enigma,35
Intex Aqua i5 mini,35
Lava Flair P1i,35
Lava Iris 700,35
LG H340AR Leon 4G LTE,35
LG K210 X Power,35
LG LG-D950 G Flex,35
Mobiistar LAI Zumbo S,35
Motorola XT1053 Moto X,35
QMobile S3,35
Samsung SM-A500K Galaxy A5,35
Samsung SM-G318H Galaxy Ace 4 Neo,35
Samsung SM-G3502L Galaxy Trend 3,35
Samsung SM-G389F Xcover 3 Value Edition,35
Samsung SM-G9006V Galaxy S5,35
Samsung SM-J7109 Galaxy J7 (2016),35
Samsung SM-P600 Galaxy Note 10.1 2014,35
Samsung SM-S907VL Galaxy S6,35
Samsung SM-T330 Galaxy Tab 4 8.0,35
Symphony Xplorer W75,35
Wiko Slide 2,35
Acer B3-A20 Iconia One 10,34
Advan T5C,34
Alcatel 5016J One Touch Pop 3(5),34
Alcatel 9001D Pixi 4 (6),34
Alcatel A571VL Pixi Avion,34
BLU ADVANCE 4.0 L2,34
Condor PGN517 PLUME P6,34
Coolpad F101 Soar,34
Exmart EXPOWER_P1,34
Hisense D2-F,34
Hisense F20,34
HTC D816w Desire,34
HTC T328E Desire X,34
Huawei MHA-AL00 Mate 9,34
Huawei MT1-U06 Ascend Mate,34
iBall 3G Q7271-IPS20,34
Karbonn A7 A7,34
Lava iris 414,34
Lava iris 470,34
Lava iris 705,34
Lenovo K920 Vibe Z2 Pro,34
LG D105 L20,34
LG H542 G4 Stylus,34
LG LG-M320G X Power 2,34
LG V495 G Pad F 8.0,34
LG V500 G Pad 8.3,34
LG VS880 Vista,34
Motorola XT923 Droid Razr HD,34
My Saga C1,34
QMobile i7i,34
Samsung SC-05G Galaxy S6,34
Samsung SHV-E500L Galaxy Win LTE,34
Samsung SM-A310N0 Galaxy A3,34
Samsung SM-T215 Galaxy Tab 3 with LTE,34
Sony 601SO Xperia XZ,34
Sony E5506 C5 Ultra,34
Symphony H150,34
Tecno W1,34
TWM Amazin X3s,34
Vivo Y66,34
Walton Primo GH2,34
Walton Primo GM,34
ZTE Blade A462,34
BLU GRAND 5.5 HD,33
BQ Aquaris U,33
Celkon A42 Campus Colors,33
Cherry Mobile X8,33
Dell Venue 7 3741,33
DNS AirTab E76,33
HTC Desire 825,33
InnJoo Fire2 Plus LTE,33
Intex Aqua Star HD,33
Intex Cloud Y2,33
Lava Iris 402 Flair,33
Lava Iris 450,33
Leagoo Elite 1 4G,33
Lenovo B6000-F Yoga B6000-F,33
LG F200K Optimus Vu II,33
Micromax A47 Bolt,33
Mobiistar Zumbo S2 Dual,33
Oukitel K6000 Plus,33
Pantech IM-A910s Vega Iron 2,33
Samsung SM-J110L Galaxy J1 Ace,33
Samsung SM-J530S J5 2017,33
Samsung SM-J727S Galaxy J7 (2017),33
Smartfren AD683J Andromax-i AD683J,33
Sony C1604 Xperia E Dual,33
Spice Mi-514,33
Spice Mi-516,33
Symphony roar E80,33
Tecno L9,33
Vestel Venus V3 S010,33
Wiko Pulp 4G,33
Xiaomi Mi Note Pro Mi Note Pro,33
Xolo Q1100,33
Asus Z01BDA Zenfone 3 Laser,32
BlackBerry BBA100-2 DTEK60,32
BQ Aquaris E5 HD,32
Celkon Q455 Millennium Vogue,32
Dell Venue 7 HSPA+,32
HTC D10u Desire 10 Lifestyle,32
HTC D626 Desire 626,32
Huawei EVA-AL10 P9 Premium Edition,32
Huawei FRD-L04 Honor 8,32
Huawei Y635-L02,32
Karbonn A119,32
Karbonn A19 Plus,32
Kyocera C6742A Hydro View,32
Lenovo YT3-X50M Yoga Tab 3,32
LeTV Le X520 Le 2,32
LG F320S G2,32
Penta WS704X,32
Samsung SM-902L Galaxy S5,32
Samsung SM-G600S Galaxy Wide 4G LTE,32
Samsung SM-G920T1 Galaxy S6,32
Samsung SM-T520 Galaxy Tab Pro 10.1,32
Sensonic Q5,32
Sony C2304 Xperia C,32
Sony D6563 Xperia Z2a,32
Sony LT29i Xperia GX,32
Sony SO-02J Xperia X Compact,32
Verizon QTAQZ3 Ellipsis 8,32
Videocon Z52 Thunder+,32
Walton Primo EF2,32
Walton Primo RX4,32
Wiko Ridge 4G,32
ZTE Z917VL Zmax Champ,32
Alcatel 5010S PIXI 4 (5),31
Alcatel 5056O Allura,31
Alcatel 5070D Pop Star 4G,31
Alcatel 6045K One Touch Idol 3 Dual SIM,31
Celkon Campus A518,31
Cross A27,31
DOOGEE X5max,31
Evercoss A28A,31
Huawei ALP-L09 Mate 10,31
Huawei TAG-L23 GR3,31
Huawei Y320-U30 Ascend,31
i-mobile IQ X OKU,31
iBall Andi 4.5 Glitter,31
iNew V8,31
Intex Aqua M5,31
Lenovo B8000-H Yoga B8000-H,31
LG D690n G3 Stylus,31
LG H340n Leon 4G LTE,31
LG H630 G4 Stylus,31
LG H871 G6,31
LG LG-M703 Q6,31
Megafeis M706,31
Mito T77,31
Mobiistar LAI Z1 LAI Z1,31
Motorola XT1095 Moto X (2nd Gen),31
Nokia TA-1039 6,31
Obi S507,31
Optus 5056I Optus X Smart,31
PiPO M6,31
Rivo Rhythm RX80,31
Samsung GT-I9305T Galaxy S III,31
Samsung SCV35 Galaxy S8+,31
Samsung SM-G318ML Galaxy Ace 4 LTE,31
Samsung SM-J327R7 Galaxy J3 2017,31
Samsung SM-J700K Galaxy J7 2015,31
Samsung SM-T237P Galaxy Tab 4 7.0,31
Sony D2306 Xperia M2,31
Sony E5606 Xperia M5,31
Walton Primo D7,31
Walton Primo_HM,31
Xolo Android 4.2 Q800X,31
Xolo LT 2000,31
ZTE Blade L5 Plus,31
ZTE Q519T,31
Acer B1-770 Iconia one 7,30
Alcatel ONE TOUCH 4015D Pop C1,30
Asus KB500KG Zenfone GO,30
China Phone A8,30
HTC 10 EVO Bolt,30
HTC D826y Desire D826y,30
i-mobile IQ Z,30
Lava Iris 410,30
Lenovo A936,30
LG D227 L50,30
LG D392 F60,30
LG H440n Spirit 4G LTE,30
LG H635 Stylo,30
LG X137 L60,30
Micromax P650 CanvasTab,30
Mobiistar Zumbo S 2017,30
myPhone MY33,30
Panasonic P11,30
Samsung GT-I8260L Galaxy Core,30
Samsung GT-N7105T Galaxy Note II,30
Samsung SM-A810S A8 (2016),30
Samsung SM-G316M Gakaxy S Duos 3,30
Samsung SM-G610L J7 Prime,30
Samsung SM-G850K Galaxy Alpha,30
Samsung SM-J730K Galaxy J7 Pro,30
Sony C1605 Xperia E Dual,30
Tecno L8,30
Tecno Phantom6 Plus,30
Videocon Z55 Delite,30
Wiko Highway Star,30
Wiko Sunset,30
Xolo Q1000 Opus 2,30
Xolo Q1001,30
Xolo Q2500,30
Xolo Q510s,30
Zen Admire Curve,30
Acer B3-A30 Iconia One 10,29
Advan S5-F,29
AIS Lava Iris 515,29
Alcatel 5015A One Touch Pop 3(5),29
Alcatel OT-5036D Pop C5,29
BLU Studio XL 2,29
Canaima TR10RS1,29
Casper VIA E1,29
Cubot P11,29
E-Tel i7C,29
Fairphone FP2 Fairphone 2,29
Gionee E5 Elife E5,29
HTC HTCD100LVWPP Desire 526,29
Huawei C8816D,29
Huawei CUN-L02 Y5II,29
Huawei Y625-U21 Ascend Y625,29
Intex Aqua R3+,29
Intex Cloud Zest,29
itel it1355,29
Lava Iris 503,29
Lava iris 512,29
Lava Iris Atom X,29
LG F240L Optimus G Pro,29
LG LG-P705 Optimus L7,29
LG LGM-G600L G6,29
LG RS988 G5,29
LG VS880PP Vista,29
Meizu m1 metal,29
Motorola MOTXT912B Droid Razr 4G,29
Motorola XT1034 Moto G,29
OnePlus ONE A2001 2,29
Philips Philips S309,29
QMobile i2 PRO,29
Samsung GT-I8200Q S III mini,29
Samsung GT-I9301Q Galaxy S III Neo+,29
Samsung SHV-E160S Galaxy Note,29
Samsung SM-A300Y Galaxy A3,29
Samsung SM-A500W Galaxy A5,29
Samsung SM-N915A Galaxy Note Edge,29
Samsung SM-N915V Galaxy Note Edge,29
Sony D5833 Xperia Z3 Compact,29
Sony e2104 Xperia E4,29
Sony E6683 Xperia Z5 Dual,29
Sony F8132 Xperia X Performance,29
Sony SO-02H Xperia Z5 Compact,29
Spice Mi-526n,29
Vestel Venus 5000 2GB,29
Walton Primo G6,29
Walton Primo GF4,29
Walton Primo GM mini,29
Wiko Pulp,29
Acer A1-830 Iconia A1,28
Alcatel 6039A One Touch Idol 3 (4.7),28
Alcatel 9024W A30,28
BlackBerry Z30,28
BLU VIVO 5,28
BQ Aquaris X Pro,28
BQ BQS-5065 Aquaris X5 Plus,28
Condor PGN-509 C6 pro,28
dtac Joey Jet 2,28
Fujitsu F-04G Arrows NX,28
General Mobile GM 5,28
H-mobile F2,28
HTC M10h 10,28
iBall Cobalt Solus 4G,28
Infinix x597 Hot,28
Intex Cloud Champ,28
Lava 400c Iris 400c,28
Lava Iris 300,28
Lava Iris 708,28
Lenovo 830F YOGA Tablet 2-830LC,28
Lenovo K80M,28
LG F320K G2,28
LG LK430 G Pad F,28
LG V400 G Pad 7.0,28
Mito T81 Fantasy T81,28
Mlais M7,28
Neffos X1,28
Nuu A1,28
OPPO A37m,28
Oukitel U7 Plus,28
Pantel Penta WS704DX,28
Positivo S520 Twist 4G,28
QMobile i2,28
Qua LGT31,28
Samsung SC-02J Galaxy S8,28
Samsung SCV36 Galaxy S8,28
Samsung SM-G710K Galaxy Grand 2,28
Samsung SM-G935R4 Galaxy S7 Edge,28
Samsung SM-J326AZ Galaxy J3 2017,28
Samsung SM-N915S Galaxy Note Edge,28
Samsung SM-T335 Galaxy Tab 4 8.0,28
Smartfren PD6D1J,28
Spice Xlife 425 3G,28
Symphony H100,28
Tecno Phantom6,28
Tecno W3 LTE,28
Xgody X200,28
ZOPO ZP350,28
Acer A3-A40 Iconia Tab 10,27
Alcatel 4034X Pixi 4 (4),27
Alcatel 4035D Onetouch POP D3,27
Alcatel 5011A A3 Plus,27
Alcatel 5015D One Touch Pop 3(5),27
Asiafone AF9899 OSCAR,27
Asus Z016D Zenfone 3 Deluxe,27
BlackBerry BBB100-2 Keyone,27
BlackBerry Passport,27
BLU Life One X2,27
DOOGEE X6,27
Fujitsu F-06E ARROWS NX F-06E for DoCoMo,27
General Mobile GM 6 d GM 6,27
Hisense L675,27
HTC 6535LVW One M9,27
HTC Desire 601 Zara,27
Huawei KII-L05 Ascend Mate 2,27
Huawei Y330-U01 Ascend Y330,27
InnJoo Fire3 LTE,27
iRulu V1,27
Karbonn Titanium S25,27
LG F460K G3 LTE-A,27
LG LG-F700L G5,27
Micromax MT500 Canvas Blaze,27
Mobiistar LAI_Zumbo_J_2017,27
Motorola XT1031 Moto G,27
myPhone My27,27
Nexian NV-45,27
OPPO R9m R9,27
Philips W3500,27
Pixel P50,27
Polaroid PSPC550,27
Quantum Go,27
RCA RCT6773W42B Voyager Pro,27
Samsung GT-S5280 Galaxy Star,27
Samsung SC-01F GALAXY Note III SC-01F for DoCoMo,27
Samsung SGH-I257M Galaxy S4 Mini,27
Samsung SGH-I537 S 4 Active,27
Samsung SGH-M919V Galaxy S4,27
Samsung SM-A500Y Galaxy A5,27
Samsung SM-A700S Galaxy A7,27
Samsung SM-G110B Galaxy Pocket 2 Duos,27
Samsung SM-G313ML Galaxy Ace NXT,27
Samsung SM-G610S J7 Prime,27
Samsung SM-G7106 Galaxy Grand 2 Duos,27
Sony C6916 Xperia Z1s LTE-A,27
Sony E5306 Xperia C4,27
Spice Mi-439 Stellar 439,27
Tengda V3+,27
TP-Link TP601A Neffos C5L,27
Voice V40,27
Walton Primo GH5,27
Xplay Z5,27
ZTE A2017U Axon 7,27
Advan S35D,26
Advan Vandroid T1L,26
Alcatel 4013D One Touch Pixi 3 (4),26
Alcatel 5044O U5,26
Alcatel 5051A Pop 4,26
Alcatel 9002X Pixi 3 (7),26
Asus ZB500KL Zenfone Go 5.0,26
BLU Advance 5.0,26
BLU Energy X 2,26
Digiflip XT811,26
GTab P709M,26
Hitech Amaze S9,26
HTC Desire 600,26
Huawei BG2-W09 Mediapad T3,26
Huawei LUA-L23 Y3II,26
Lanix Ilium X710,26
Lava Flair P1,26
Lenovo A6020a41 Vibe K5,26
Lenovo A65,26
LG D805 G2,26
LG E980 Optimus G Pro,26
LG H326 Leon,26
LG H420 Spirit,26
LG H522 Prime Plus,26
LG H736,26
LG K500n X Screen,26
LG MS345 Leon,26
LG V300L V30,26
Micromax Micromax Q323 Bolt Q323,26
Mobiistar Lai Yuna 1,26
Panasonic T9,26
Samsung GT-N8013 Galaxy Note 10.1,26
Samsung GT-S7390,26
Samsung SCH-S968C Galaxy S III,26
Samsung SGH-T889 Galaxy Note II,26
Samsung SHV-E370K Galaxy S4 Mini,26
Samsung SM-A700 Galaxy A7 Duos,26
Samsung SM-G860P Galaxy S5 Active,26
Samsung SM-N7500Q Galaxy Note 3 Neo,26
Samsung SM-P355Y Galaxy Tab A,26
Sony D6543 Xperia Z2,26
Spice Mi-449 Smart Flo Crystal,26
Spice Mi-515 Coolpad,26
Spice Mi441,26
Symphony T7 Pro,26
Symphony W65i,26
Tecno L8 Plus,26
Vodafone VF-795 Smart Speed 6,26
Wiko Pulp Fab 4G,26
Advan S35i,25
Alcatel 6045O One Touch Idol 3 Dual SIM,25
Alcatel 6055P Idol 4,25
Alcatel A574BL,25
Andyroid AndyWin,25
Asus Z01BD Zenfone 3 Laser,25
BLUBOO Maya,25
Cherry Mobile Flare J2S,25
Cherry Mobile Flare_J2_DTV,25
Condor PHS-601 C8,25
Condor TRA-901G,25
Coolpad cp3636a Canvas,25
HP Cross A88,25
HTC Desire 620,25
HTC E9 One E9 Dual Sim,25
Huawei BAH-L09 MediaPad M3 Lite,25
Huawei HWT31 MediaPad T2 10.0 Pro,25
iBall Andi Q4,25
Intex Cloud 3G Candy,25
Karbonn Alfa A99,25
LeEco Le X829 Le Max 2,25
LG E430f Optimus L3 II,25
LG F700K G5,25
LG H340 Leon 4G LTE,25
LG K100 K3,25
LG LG-US996 V20,25
Mobiistar LAI Zumbo LAI Zumbo,25
Panasonic T33,25
QiKU 8692-I02,25
Rivo Phantom PZ20,25
Samsung GT-S6810B Galaxy Fame,25
Samsung SCH-I435 Galaxy S4 Mini,25
Samsung SHV-E220S Galaxy Pop,25
Samsung SHV-E300L Galaxy S IV,25
Samsung SM-A700K Galaxy A7,25
Samsung SM-J500Y Galaxy J5,25
Sony SO-03H Z5 Premium,25
Spice Mi-526,25
Spice Mi-549,25
Symphony Xplorer W82,25
Vodafone VFD 300,25
Wiko WIM Lite,25
X-BO O6,25
Zen Elite Wow,25
ZTE Z828 Avid Plus,25
Advan S35A Vandroid S35A,24
Alcatel 6043D One Touch Idol X,24
Asus P001 Zenpad C 7.0,24
Asus P023 Zenpad 10 Z300C,24
Asus T00E Padfone Mini,24
Condor PGN-508 C6 Plus,24
Cross A66,24
Hisense C20 Infinity KO,24
HTC HTL21 Butterfly S,24
Huawei C199,24
Huawei C8817D Honor 6 Pro,24
Huawei G629-UL00,24
Huawei G750-T01 Honor 3X,24
Huawei LUA_U23 Y3ll,24
Huawei LUA-U03 Y3II 3G,24
Huawei MLA-L12 Nova Plus,24
iBall Andi 4 IPS Tiger,24
iBall Andi 4H Tiger+,24
iNew V7,24
iPro I9403,24
Karbonn Titanium S2 Plus,24
Lenovo PB2-650Y Phab 2,24
LG D680 G Pro Lite,24
LG D723 G3 Beat,24
LG D802TR G2,24
LG E440 Optimus L4 II,24
LG F460S G3 Cat 6,24
LG H342 Leon 4G,24
Magnus bravo Z40,24
Maximus MAX908,24
Meizu M3 Max,24
Nokia TA-1028 3,24
Obi SJ1-5,24
Onida i505,24
OPPO R9s,24
QMobile M99,24
RCA RCT6773W22,24
Samsung GT-P5220 Galaxy Tab 3 10.1 LTE,24
Samsung GT-S7275 Galaxy Ace 3 LTE,24
Samsung SGH-T399N Galaxy Light,24
Samsung SM-A710K Galaxy A7 (2016),24
Samsung SM-A800YZ Galaxy A8,24
Samsung SM-G130M Galaxy Young 2 Duos,24
Samsung SM-G930T1 Galaxy S7,24
Samsung SM-N915T Galaxy Note Edge,24
Sharp SH-05F Disney Mobile on docomo SH-05F for DoCoMo,24
Sony SO-04H Xperia X Performance,24
Spice Mi-524 Stellar 524,24
Tecno Y4,24
Walton Primo F4,24
Wiko RAINBOW 4G,24
Zen Cinemax 2,24
ZOPO C2,24
ZOPO ZP952 Speed 7,24
ZTE A2017G Axon 7,24
ZTE T230,24
Zync Z900 Plus,24
Amazon KFGIWI Kindle Fire HD 8 2016,23
Asiafone Asiadroid AF99 Peacock,23
Asus P00I Zenpad Z10 ZT500KL,23
Celkon Campus Prime,23
Cherry Mobile Flare S4 Max,23
DOOGEE X30,23
Evercoss A12B,23
Evercoss A54,23
HTC 0PCV1 Desire 510,23
HTC 0PFJ50 Desire 820,23
Huawei DUK-AL20,23
Huawei MLA-L03 Nova Plus,23
Huawei S7-301w MediaPad 10 Link+,23
Huawei WAS-L03T P10 Lite,23
Huawei Y360-U31 Y360,23
Huawei Y625-U51 Ascend Y625,23
iBall Slide OCTA-A41,23
Infinium Z41 Lite+,23
InnJoo Max3_LTE,23
itel A12,23
K-Touch V9,23
Karbonn A16,23
Karbonn A66,23
Lenovo K30-T K3,23
Lenovo K910L Vibe Z,23
LeTV Le X620 Le 2,23
LG E435 Optimus L3 II Dual,23
LG H345 Leon,23
LG H955 G Flex 2,23
LG LGLS450 LG K3,23
LG VK410 G Pad 7.0 LTE-A,23
Micromax A92,23
Micromax P690,23
Mtech Turbo HD,23
QMobile i5 Noir 3G,23
Samsung GT-I9100T Galaxy S II,23
Samsung GT-S6313T Galaxy Young Duos TV,23
Samsung SM-A700L Galaxy A7,23
Samsung SM-G850S Galaxy Alpha,23
Samsung SM-G900T3 Galaxy S5,23
Samsung SM-J530GM J5 2017,23
Samsung SM-J7008 Galaxy J7 2015,23
Samsung SM-N910T3 Galaxy Note 4,23
Sony D6708 Xperia Z3v,23
Sony E2003 Xperia E4g,23
Speedup TA-737 Pad Pop,23
Symphony Play W17,23
Symphony Xplorer W67,23
Turkcell T50,23
Vestel Venus V3 5570,23
Xiaomi MI-2,23
XTOUCH A3 LTE,23
ZTE BLADE 0820 Blade V8 Lite,23
ZTE N9518 Warp Elite,23
Acer A1-810,22
Advan Barca Tab 7 T1X Plus,22
Alcatel 9015B POP 7,22
Alcatel One Touch 4011X,22
Allwinner V90,22
BLU Studio G HD LTE,22
Cherry Mobile Flare J1s,22
Digiflip XT712,22
DOOGEE BL5000,22
General Mobile GM 6 GM 6,22
Google Nexus 10,22
Google Nexus 9,22
How HT-704 Max Quad,22
HP Slate 6 Voice Tab II,22
Huawei JAZZ Ascend Mate 7,22
iBall 3G Q45,22
InnJoo Pro LTE,22
Intex Aqua Y2 Remote,22
Karbonn A1+ Champ,22
Karbonn A101,22
Kyocera C6730 Hydro Icon,22
Lava X604 Magnum,22
LG LS995 G Flex,22
LG P714 Optimus L7X,22
LG P716 Optimus L7 II,22
Masstel N660,22
Mobiistar Zumbo S 2017 Lite,22
Motorola XT1096 Moto X,22
OPPO A59s,22
Oukitel K10000,22
Samsung SHV-E270K Galaxy Grand,22
Samsung SM-A520L Galaxy A5 (2017),22
Samsung SM-A710S Galaxy A7 (2016),22
Samsung SM-G550T2 On5,22
Samsung SM-G730A Galaxy S III Mini,22
Samsung SM-J321AZ,22
Samsung SM-N920R4 Galaxy Note 5,22
Samsung SM-P355M Galaxy Tab A,22
Sony 501SO Xperia Z5,22
Sony SO-01H Xperia Z5,22
Sony SO-03J Xperia XZs SO-03J for DoCoMo,22
Sony SOV33 Xperia X Performance,22
Spice Mi-504 Smart Flo Mettle 5X,22
Tecno H7,22
Vestel Venus Z10,22
Walton Primo H6 Lite,22
Walton Primo S4,22
Zen Admire Alpha,22
ZTE Blade L2 Plus,22
ZTE Z963VL Max Duo LTE,22
Advan S5Q,21
Advan T1F,21
Alcatel 4017F Pixi 4 (3.5),21
Alcatel 5022D ONETOUCH POP Star,21
Alcatel One Touch 6040D Idol X,21
Asus P01T_1 Zenpad 10 Z300C,21
Asus P028,21
Asus T00J-D Zenfone 5,21
Asus Z00YD Live G500TG,21
Axioo PICOphone M2 (M),21
BLU R1 PLUS,21
Celkon 2GB Star,21
Cherry Mobile Flare S4 Lite,21
DOOGEE X5,21
Ellipsis QTASUN1 8 HD tablet,21
Evercoss A33,21
Hisense HS-U980,21
HTC M9ew One M9+,21
Huawei CAZ-AL10 Nova,21
Huawei CUN-L33 Y5II,21
Huawei Dtab d-01H,21
Huawei G735-L03 G Play,21
Huawei VNS-AL00 G9 Lite,21
Huawei Y625-U13 Ascend Y625,21
iBall O900-C,21
Intex Aqua Star L,21
IPPO V11,21
itel itl1556 Plus,21
Karbonn A93,21
Lava Iris X8s,21
Lenovo A5500-F,21
Lenovo A6000 Plus,21
LG F200S Optimus Vu II,21
LG F310L Gx,21
LG F600L V10,21
LG H343 Risio,21
LG LG-F800L V20,21
LG P760 Optimus L9,21
LG VK810 G Pad 8.3,21
LG VS980 G2,21
Logicom L-EMENT 403,21
M-tech EROS,21
Meizu MX4 Pro,21
Micromax P580 Funbook Ultra HD,21
Mito A350 Fantasy Type A350,21
Mito A38,21
Mobiistar LAI Yuna C,21
Mobiistar LAI Yuna LAI Yuna,21
OPPO X909 Find5 X909,21
Panasonic ELUGA U,21
Polytron W8470 Quadra HD,21
Polytron W8480,21
Positivo X400,21
QMobile i1,21
QMobile X700i Noir Titan,21
Reeder P10,21
Samsung GT-N5120 Galaxy Note 8.0 LTE,21
Samsung SGH-I337M Galaxy S IV,21
Samsung SGH-T399 Galaxy Light,21
Samsung SM-G130BU Galaxy Young 2 Duos,21
Samsung SM-G920AZ Galaxy S6,21
Samsung SM-J327R4 Galaxy J3 2017,21
Samsung SM-N900P Galaxy Note 3,21
Samsung SM-N915P Galaxy Note Edge,21
Samsung SM-P900 Galaxy Note Pro,21
Samsung SM-S975L Galaxy S4,21
Samsung SM-T315 Galaxy Tab 3 8.0,21
Samsung SM-T325 Galaxy Tab Pro 8.4,21
Sony 602SO Xperia XZs 602SO for Softbank,21
Sony H4331 Xperia L2,21
Sony SO-04J Xperia XZ Premium SO-04J for DoCoMo,21
Sony SOL26 Xperia Z3,21
Sony Xperia D6502 Xperia Z2,21
Sony Xperia SGP621 Xperia Z3 Tablet Compact,21
Tecno WX3P,21
Touchmate TM-MID794N,21
Videocon Z42 Nova Infinium Z42 Nova,21
Walton Primo GH3,21
Wileyfox Spark,21
Xiaomi 2014812 Redmi 2,21
Xolo Q1000 Opus HD,21
ZTE Blade A460,21
ZTE Z957 Grand X 4,21
Acer S500 CloudMobile,20
Alcatel 4009E Pixi 3 (3.5),20
Alcatel 5027B Alcatel Dawn 4G LTE,20
Alcatel 5065N TRU,20
Amazon KSFUWI Fire HD 10 (2017),20
ArgomTech T9030,20
Asus X008DDA Zenfone 3 Max,20
AT&T Trek HD,20
Axioo Venge X (AX5) Venge X,20
BLU Studio C 5+5,20
BLU Studio C HD,20
BLU STUDIO SELFIE 2,20
Casper VIA M3,20
Cherry Mobile X330 Flare S3,20
Eurostar ET8183GQ-HM15,20
Evercoss A26B,20
Evercoss A28M,20
HTC D828x Desire 828,20
HTC One M7 One M7,20
Huawei PLE-701L MediaPad T2 7.0 Pro,20
Huawei SCL-AL00 Honor 4A,20
Huawei Y360-U03,20
Huawei Y560-L03 Ascend Y560,20
i-mobile IQ BIG2,20
iBall Andi5K Sparkle,20
iBall Slide 3G Q7218,20
Idea AURUS III,20
InnJoo F3,20
Intex Aqua I4,20
Intex Cloud N12,20
Karbonn Titanium S3,20
Kyocera KYT31 Qua Tab,20
Lenovo YB1-X90F Yoga Book,20
LG D125,20
LG F400S G3,20
LG F700S G5,20
LG FS-500K G4,20
LG H222 Joy,20
LG VS500 K8V,20
LG X145 L60,20
Mito A77,20
Miz Z4,20
Motorola XT890 RAZR i,20
Nomu S30,20
Pantech IM-A870S Vega Iron,20
QMobile W50,20
Samsung GT-I9260 Galaxy Premier,20
Samsung GT-S7562 Galaxy S Duos,20
Samsung SC-02E GALAXY Note II? SC-02E for DoCoMo,20
Samsung SHV-E120S Galaxy S II HD,20
Samsung SM-A520K Galaxy A5 (2017),20
Samsung SM-C105 Galaxy S4 Zoom,20
Samsung SM-G928W8 Galaxy S6 Edge Plus,20
Samsung SPH-L900 Galaxy Note II,20
Sansui U45,20
Symphony W91,20
Symphony Xplorer W95,20
Wiko Highway Pure,20
Wiko RAINBOW JAM 4G,20
ZTE NX513J Nubia My Prague,20
ZTE Z836BL ZFive 2 LTE,20
ZTE Z837VL,20
Acer T07 Liquid Zest 4G,19
Advan S3A,19
Alcatel 5085C Pulsemix,19
Alcatel 5098O PIXI 4 (6),19
Alcatel 6045Y One Touch Idol 3 Dual SIM,19
Alcatel A621BL Pixi Glory LTE,19
Archos 50f Helium,19
Asus K013,19
Asus K01A MeMO Pad 7,19
Asus Z500M ZenPad 3S 10,19
BLU Dash M2,19
BLU STUDIO ONE,19
Casper VIA F1,19
DOOGEE HOMTOM HT16,19
Evercoss A200,19
Gionee Ctrl V4,19
GTab P700+,19
Hasee Lingya E50,19
HTC Desire 310 Desire,19
HTC M9u One M9,19
HTM F5,19
Huawei CRO-L23 Y5 Lite,19
Huawei CUN-L23 Y5II,19
Huawei MLA-AL10 Maimang 5,19
Huawei TRT-TL10 Enjoy 7 Plus,19
Huawei WAS-TL10 P10 Lite,19
iBall Andi4.5V Baby Panther,19
iBall Andi5 Stallion+,19
Intex Aqua N7,19
Intex Aqua Q2,19
Intex Aqua R3,19
itel it1408,19
Karbonn Karbonn A6,19
Karbonn Titanium S315,19
Kyocera C6742 Hydro View,19
Lenovo K30-W K3,19
Lenovo S90-u Sisley,19
Lenovo YT-X703F Yoga Tab 3 Plus,19
LG D100 L20,19
LG D685 G Pro Lite Dual,19
LG E975 Optimus G,19
LG F460L G3 Cat 6,19
LG F620K,19
LG L158VL,19
LG L163BL Fiesta,19
LG V480 G Pad 8.0,19
Likuid L2 Show,19
Meizu M355 MX3,19
Micromax Bolt A067,19
Mito T75,19
Mobiistar Zumbo S2,19
Motorola XT1028 Moto G,19
Philips S337,19
QMobile Qtab Q300,19
Samsung GI-I9500 Galaxy S IV,19
Samsung GT-I8262D Galaxy Duos,19
Samsung GT-P1000 Galaxy Tab,19
Samsung GT-S5310C Galaxy Pocket Neo,19
Samsung GT-S6310N Galaxy Young,19
Samsung SC-02G Galaxy S5 Active,19
Samsung SHV-E160L Galaxy Note,19
Samsung SHV-E470S Galaxy S4 Active,19
Samsung SHW-M440S Galaxy S III,19
Samsung SM-G130HN Galaxy Young 2 Duos,19
Samsung SM-G3818 Win Pro,19
Samsung SM-G710 Galaxy Grand 2,19
Samsung SM-G800M Galaxy S5 Mini,19
